Slices (1/3)	断面 (1/3)
Slices (1/2)	断面 (1/2)
Slices (2/3)	断面 (2/3)
Density Histograms	密度ヒストグラム
Voxel size	ボクセルのサイズ
Notes	注釈
Projections	投影像

Mask	マスク
File	ファイル
Supplemental map	添付マップデータ


Image control	画像のコントロール
Brightness	明度
Contrast	コントラスト
Others	その他
Invert	反転
Y flip	上下逆
reset	リセット
Axes	軸
EMDB figure	EMDB登録画像

Map data	マップデータ
Histogram	ヒストグラム
Histogram (log scale)	ヒストグラム (対数)
EMDB info.	EMDB情報
CCP4 map header	CCP4マップ ヘッダ情報
EM Navigator Movie #1	EM Navigator ムービー #1
(movie #1)	(ムービー #1)
by author	登録者による
movie #1	ムービー #1
Contour Level	表面レベル
Minimum - Maximum	最小 - 最大
Average (Standard dev.)	平均 (標準偏差)
Map geometry	マップ形状

..	sample
Sample components	試料の構成要素

..	imaging
tilt angle	傾斜角度


..	proc
3D reconstruction	3次元再構成
algorithm	アルゴリズム

Atomic model buiding	原子モデル構築
Input PDB model	利用したPDBモデル
Output model	得られたモデル
modeling	モデリング

.	quick-pdb
..	entry
revision	改定
Summary	概要
Component details	構成要素の詳細

Calculated values	計算値

..	assmbly
Symmetry operation	対称操作
Number	数
unit cell	単位格子
Deposited unit	登録構造単位
NMR ensembles	NMR アンサンブル
Evidence	根拠
Symmetry	対称性
..	entity
Theoretical mass	分子量 (理論値)
Number of molelcules	分子数
Total (without water)	合計 (水以外)
Water	水
Polymers	ポリマ－
Non-polymers	非ポリマ－
Polysaccharide	多糖
Antibody	抗体
X-ray diffraction	X線回折
Molecular replacement	分子置換
Other	その他

Chemical	化合物
Sugar	糖
Sugars	糖
Sites	部位
Mutattion	変異
Modified	修飾
Validation	構造検証
Water	水
DNA chain	DNA鎖
RNA chain	RNA鎖
DNA/RNA hybrid	DNA/RNAハイブリッド
non-polymers	非ポリマー
Functions	機能
Formula	式
Coordinate model	座標モデル
Antibody class	抗体クラス
Identifier	識別子
Descriptor	記述子
program	プログラム

..	methods
Electron microscopy	電子顕微鏡
Electron crystallography	電子線結晶学
Solution nmr	溶液NMR
Fiber diffraction	線維回折
Solid nmr	固体NMR
Solid-state nmr	固体NMR
Theoretical model	理論モデル
Solution scattering' 	溶液散乱
NMR measurement	NMR測定

Vitreous ice (cryo EM)	ガラス状氷包埋・低温電子顕微鏡法
Single particle	単粒子解析
Electron tomography	電子線トモグラフィー
Subtomogram averaging	サブトモグラム平均化

identity	同一
crystal symmetry	結晶の対称性
point symmetry	点対称性

Symmetry operations	対称操作
Fragment	断片
Mutation	変異
MORE	MORE
references	参照
grant number	認可番号
organization	組織
free electron laser	自由電子レーザー
synchrotron	シンクロトロン
neutron diffraction	中性子回折法
isomorphous replacement	同系置換

Group deposition	グループ登録
Specimen source	試料の由来
PDB pages	PDBのページ
PDBx/mmcif format	PDBx/mmcif形式
PDB format	PDB形式
Tree view	ツリー表示
Display in browser	ブラウザで表示
Other downloads	その他のダウンロード
Experimental dataset	実験データセット
cycle	サイクル
production host	発現宿主
criteria	基準
Representative	代表モデル

.	quick-sasbdb
model	モデル
Beam	ビーム
Scan	スキャン
Detector	検出器
Contact author	登録者
Radius of dummy atoms	ダミー原子の半径
symmetry	対称性
Chi-square value	カイ2乗値
concentration	濃度
experimental	実験値
MW	分子量
volume	体積
shape	形状

.	quick-chem
Create component	作成
Modify descriptor	記述子を修正
Modify identifier	識別子を修正
Modify formula	組成式を修正
Modify coordinates	座標を修正
Modify aromatic_flag	"aromatic_flag"を修正
Initial release	公開
Synonym	別称
Descriptor & identifier	記述子・識別子
Number of atoms	原子数
Formula	組成式
Formula weight	化学式量
Formal charge	形式電荷

.	quick-ajax
Ligand binding site	リガンド結合部位
Evidence	根拠
num. of res.	残基数
Residues	残基
About this data	このデータについて
Ligand binding site	リガンド結合部位
base pair	塩基対
unobserved	未観測
modified	修飾
non W/C pair	非W/C対
domain	ドメイン
Modified residue	修飾残基
Active site	活性部位
Site	部位
Chain	チェーン
Metal ion-binding site	金属イオン結合部位
Topological domain	トポロジカルドメイン
Activity regulation	活性調節
Transmembrane region	膜貫通領域
Intramembrane region	膜内領域
Mutagenesis site	変異部位
Cytoplasmic	細胞質
Extracellular	細胞外
Helical	らせん
Pore-forming	細孔形成
Repeat	反復
Region of interest	関心領域
Glycosylation site	グリコシル化部位
Binding site	結合部位
Disulfide bond	ジスルフィド結合
Sequence variant	配列バリアント
Sequence conflict	配列の競合
Splice variant	スプライスバリアント
Lipid moiety-binding region	脂質部分結合領域
Nucleotide phosphate-binding region	ヌクレオチドリン酸結合領域
Cross-link	架橋
Periplasmic	ペリプラズム
Coiled-coil region	コイルドコイル領域
Expression tag	発現タグ
Linker	リンカー
Engineered mutation	設計変異
CATH domain	CATHドメイン
Compositionally biased region	組成に偏りのある領域
N-Glycosylation	Nグリコシル化
O-Glycosylation	Oグリコシル化
S-Glycosylation	Sグリコシル化
C-Mannosylation	Cマンノシル化
Initiating methionine	開始メチオニンコドン
Conflict	不一致
pattern	パターン
Seq. num.	配列番号
Sequcence	配列
	
.	quick-nohit
Related entries	関連するエントリ
Status	状態
Deposition date	登録日
